EVENTO;ELEMENTO UBICADO;CODIGO ELEMENTO RESPONSABLE;DESCRIPCION ELEMENTO RESPONSABLE;CODIGO AMBITO;DESCRIPCION AMBITO;CODIGO CONDICION;DESCRIPCION CONDICION;OBSERVACIONES
B1822976;;D02;DOMICILIO;6;Cliente AÇreo;0;NORMAL;
B1822977;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1822980;;L02;LINEA DE DISTRIBUCION;8;Alumbrado P£blico;17;CORTO-CIRCUITO;
B1822981;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;12;CON RAMAS;
B1822982;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1822983;;L09;LUMINARIA;8;Alumbrado P£blico;40;FALLADO-A;
B1822984;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1822985;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822986;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822988;;M01;MEDIDOR;6;Cliente AÇreo;40;FALLADO-A;
B1822989;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822990;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822991;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822992;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;85;REVISION;
B1822995;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822996;;B07;BASTON LOAD BUSTER;1;Red MT AÇrea;5;ABIERTO;
B1822997;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822998;;L04;LINEA APOYADA OTRA EMPR.;9;Otra Empresa;26;DESTEMPLADO;
B1823002;;L07;LINEA DIST. CONC 1F;4;Red BT AÇrea;19;CONEXI‡N FUNDIDA;
B1823004;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;85;REVISION;
B1823006;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823009;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1823010;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823013;;L09;LUMINARIA;8;Alumbrado P£blico;15;CONEXI‡N SUELTA;
B1823014;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823015;;D02;DOMICILIO;6;Cliente AÇreo;52;INACCESIBLE;
B1823019;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1823020;;D02;DOMICILIO;7;Cliente Subterr†neo;45;FALLA EN INSTALACION CLIENTE;
B1823021;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1823023;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;15;CONEXI‡N SUELTA;
B1823025;;B01;BAJADA EMPALME;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1823026;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1823027;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;85;REVISION;
B1823028;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1823031;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823032;;U01;UNION A TABLERO;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823033;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823035;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1823037;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823038;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;85;REVISION;
B1823041;;L02;LINEA DE DISTRIBUCION;1;Red MT AÇrea;85;REVISION;
B1823043;;P24;PROTECC DAE BT;3;Transformador MT/BT;66;NORMALIZACION;
B1823045;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823046;;T12;TRANSF. DAE;3;Transformador MT/BT;40;FALLADO-A;
B1823047;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1823049;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1823052;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;92;SUELTO-A;
B1823054;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;0;NORMAL;
B1823055;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1823056;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823057;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1823058;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823059;;D02;DOMICILIO;6;Cliente AÇreo;69;OTRA FALLA;
B1823060;Acometida: 0 -  / LO BARNECHEA;L04;LINEA APOYADA OTRA EMPR.;9;Otra Empresa;16;CORTADO-A;
B1823061;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;43;FUNDIDO-A;
B1823062;;D02;DOMICILIO;6;Cliente AÇreo;2;NO SE UBICA;
B1823065;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1823066;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823067;;L07;LINEA DIST. CONC 1F;4;Red BT AÇrea;17;CORTO-CIRCUITO;
B1823068;;P28;PROTECCION DE T/D EN MT;3;Transformador MT/BT;61;NO NORMALIZADO;
B1823069;;P29;PROTECC T/D EN BT;3;Transformador MT/BT;66;NORMALIZACION;
B1823070;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;12;CON RAMAS;
B1823071;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823072;;C25;CUCHILLO LOAD BUSTER;1;Red MT AÇrea;66;NORMALIZACION;
B1823073;;D02;DOMICILIO;6;Cliente AÇreo;2;NO SE UBICA;
B1823074;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1823075;Acometida: 0 -  / LAS CONDES;T20;TRANSF. DISTRIBUCION AEREO;3;Transformador MT/BT;85;REVISION;
B1823076;;D02;DOMICILIO;7;Cliente Subterr†neo;88;SERVICIO CORTADO;
B1823078;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823079;;S03;SECTOR;4;Red BT AÇrea;52;INACCESIBLE;
B1823080;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823081;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823082;;L07;LINEA DIST. CONC 1F;4;Red BT AÇrea;85;REVISION;
B1823083;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;85;REVISION;
B1823084;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1823085;;S03;SECTOR;4;Red BT AÇrea;37;EN ATENCION;
B1823086;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;40;FALLADO-A;
B1823087;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823088;;C25;CUCHILLO LOAD BUSTER;1;Red MT AÇrea;66;NORMALIZACION;
B1823089;;C25;CUCHILLO LOAD BUSTER;1;Red MT AÇrea;69;OTRA FALLA;
B1823090;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823091;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823092;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;61;NO NORMALIZADO;
B1823094;;P04;PPF LOAD BUSTER;1;Red MT AÇrea;69;OTRA FALLA;
B1823095;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823096;;I01;IND. O EDIFICIO;6;Cliente AÇreo;85;REVISION;
B1823097;;L06;LINEA PARTICULAR;8;Alumbrado P£blico;17;CORTO-CIRCUITO;
B1823098;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823099;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823100;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1823101;;U01;UNION A TABLERO;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1823102;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1823104;NUMPOS: 62650;P24;PROTECC DAE BT;3;Transformador MT/BT;66;NORMALIZACION;
B1823106;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823107;;L02;LINEA DE DISTRIBUCION;1;Red MT AÇrea;12;CON RAMAS;
B1823108;;N01;NEUTRO;6;Cliente AÇreo;25;DESPRENDIDO;
B1823109;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;43;FUNDIDO-A;
B1823110;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1823111;;S05;STUD MOLE;3;Transformador MT/BT;66;NORMALIZACION;
B1823112;;S03;SECTOR;4;Red BT AÇrea;85;REVISION;
B1823113;;D02;DOMICILIO;6;Cliente AÇreo;69;OTRA FALLA;
B1823114;;Z01;ZONA;1;Red MT AÇrea;39;TRASPASO DE CARGA;
B1823115;;Z01;ZONA;1;Red MT AÇrea;39;TRASPASO DE CARGA;
B1823116;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1823117;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823118;;P37;PIEZA DESCONECTADORA;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823119;;D02;DOMICILIO;7;Cliente Subterr†neo;57;VERIFICACION DE DOMICILIO;
B1823120;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1823121;;P29;PROTECC T/D EN BT;3;Transformador MT/BT;43;FUNDIDO-A;
B1823122;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1823123;;P16;POSTE DISTRIBUCION;1;Red MT AÇrea;11;CHOCADO;
B1823124;;I01;IND. O EDIFICIO;6;Cliente AÇreo;85;REVISION;
B1823126;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;37;EN ATENCION;
B1823127;;N01;NEUTRO;6;Cliente AÇreo;25;DESPRENDIDO;
B1823128;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1823129;;S03;SECTOR;4;Red BT AÇrea;85;REVISION;
B1823130;;C30;CHICOTE CAJA EMP.;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1823132;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1823133;;T01;TABLERO CLTE.;6;Cliente AÇreo;61;NO NORMALIZADO;
B1823134;;D02;DOMICILIO;6;Cliente AÇreo;0;NORMAL;
B1823135;;U01;UNION A TABLERO;6;Cliente AÇreo;43;FUNDIDO-A;
B1823136;;D02;DOMICILIO;6;Cliente AÇreo;31;ELECTRIZADO-A;
B1823137;;B01;BAJADA EMPALME;6;Cliente AÇreo;16;CORTADO-A;
B1823138;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823139;;L07;LINEA DIST. CONC 1F;4;Red BT AÇrea;16;CORTADO-A;
B1823140;;T04;TAPA CAJA EMP.;6;Cliente AÇreo;54;MAL ESTADO;
B1823141;;M01;MEDIDOR;6;Cliente AÇreo;69;OTRA FALLA;
B1823142;;P16;POSTE DISTRIBUCION;1;Red MT AÇrea;11;CHOCADO;
B1823143;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1823144;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;61;NO NORMALIZADO;
B1823145;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1823146;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1823147;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1823148;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1823149;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1823150;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1823152;;C01;CABLE DE DISTRIBUCION;5;Red BT Subterr†nea;40;FALLADO-A;
B1823153;;S03;SECTOR;5;Red BT Subterr†nea;8;BAJO VOLTAJE;
B1823154;;T10;TIRANTE;1;Red MT AÇrea;11;CHOCADO;
B1823155;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1823156;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823157;;A01;ACOMETIDA;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1823159;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;85;REVISION;
B1823160;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1823161;;M01;MEDIDOR;6;Cliente AÇreo;85;REVISION;
B1823162;;D02;DOMICILIO;7;Cliente Subterr†neo;85;REVISION;
B1823163;;M01;MEDIDOR;6;Cliente AÇreo;85;REVISION;
B1823164;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1823165;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1823166;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;12;CON RAMAS;
B1823167;;C30;CHICOTE CAJA EMP.;6;Cliente AÇreo;43;FUNDIDO-A;
B1823168;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;54;MAL ESTADO;
B1823169;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;27;DESTROZADO;
B1823170;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;62;NO OPERATIVO;
B1823171;;S03;SECTOR;4;Red BT AÇrea;29;DESCONECTADO;
B1823172;;L04;LINEA APOYADA OTRA EMPR.;9;Otra Empresa;26;DESTEMPLADO;
B1823173;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;43;FUNDIDO-A;
B1823174;;P24;PROTECC DAE BT;3;Transformador MT/BT;66;NORMALIZACION;
B1823175;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1823178;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1823179;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;85;REVISION;
B1823180;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823181;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1823182;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1823183;;P37;PIEZA DESCONECTADORA;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823184;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;85;REVISION;
B1823185;;I01;IND. O EDIFICIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1823186;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823187;;T04;TAPA CAJA EMP.;6;Cliente AÇreo;54;MAL ESTADO;
B1823188;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823189;;P50;PROTECC. ARRANQUE MT;1;Red MT AÇrea;61;NO NORMALIZADO;
B1823190;;M01;MEDIDOR;6;Cliente AÇreo;85;REVISION;
B1823191;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1823192;;T01;TABLERO CLTE.;6;Cliente AÇreo;54;MAL ESTADO;
B1823193;;B01;BAJADA EMPALME;6;Cliente AÇreo;66;NORMALIZACION;
B1823194;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1823195;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1823196;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1823197;;P29;PROTECC T/D EN BT;3;Transformador MT/BT;43;FUNDIDO-A;
B1823198;NUMPOS: 7371;C39;CONECTOR TIPO MUELA;4;Red BT AÇrea;43;FUNDIDO-A;
B1823199;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1823200;;P29;PROTECC T/D EN BT;3;Transformador MT/BT;61;NO NORMALIZADO;
B1823201;;C23;CRUCETA;1;Red MT AÇrea;81;QUEMADO;
B1823202;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;25;DESPRENDIDO;
B1823203;;P26;PROTECC EMP. 380V;7;Cliente Subterr†neo;61;NO NORMALIZADO;
B1823204;;S03;SECTOR;4;Red BT AÇrea;85;REVISION;
B1823205;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1823206;;P29;PROTECC T/D EN BT;3;Transformador MT/BT;66;NORMALIZACION;
B1823208;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;92;SUELTO-A;
B1823209;;S03;SECTOR;4;Red BT AÇrea;85;REVISION;
B1823210;;D02;DOMICILIO;6;Cliente AÇreo;0;NORMAL;
B1823211;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1823212;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823213;;T20;TRANSF. DISTRIBUCION AEREO;3;Transformador MT/BT;85;REVISION;
B1823214;;P24;PROTECC DAE BT;3;Transformador MT/BT;40;FALLADO-A;
B1823215;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1823216;;M01;MEDIDOR;6;Cliente AÇreo;69;OTRA FALLA;
B1823217;;L07;LINEA DIST. CONC 1F;4;Red BT AÇrea;12;CON RAMAS;
B1823218;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1823219;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;85;REVISION;
B1823220;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1823221;;U01;UNION A TABLERO;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823222;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1823223;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1823225;;U01;UNION A TABLERO;6;Cliente AÇreo;85;REVISION;
B1823226;;C02;CABLE EMPALME;7;Cliente Subterr†neo;40;FALLADO-A;
B1823227;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;85;REVISION;
B1823228;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823229;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1823230;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1823232;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823233;NUMPOS: 83847;T20;TRANSF. DISTRIBUCION AEREO;3;Transformador MT/BT;29;DESCONECTADO;
B1823234;NUMPOS: 11351;T20;TRANSF. DISTRIBUCION AEREO;3;Transformador MT/BT;29;DESCONECTADO;
B1823235;NUMPOS: 9281;T20;TRANSF. DISTRIBUCION AEREO;3;Transformador MT/BT;29;DESCONECTADO;
B1823236;NUMPOS: 7395;T20;TRANSF. DISTRIBUCION AEREO;3;Transformador MT/BT;29;DESCONECTADO;
B1823237;NUMPOS: 29352;T20;TRANSF. DISTRIBUCION AEREO;3;Transformador MT/BT;29;DESCONECTADO;
B1823238;;A01;ACOMETIDA;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1823239;NUMPOS: 10966;T20;TRANSF. DISTRIBUCION AEREO;3;Transformador MT/BT;29;DESCONECTADO;
B1823240;NUMPOS: 14449;T20;TRANSF. DISTRIBUCION AEREO;3;Transformador MT/BT;29;DESCONECTADO;
B1823242;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1823244;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1823245;;T04;TAPA CAJA EMP.;6;Cliente AÇreo;54;MAL ESTADO;
B1823246;;P24;PROTECC DAE BT;3;Transformador MT/BT;61;NO NORMALIZADO;
B1823248;;D02;DOMICILIO;7;Cliente Subterr†neo;45;FALLA EN INSTALACION CLIENTE;
B1823249;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;25;DESPRENDIDO;
B1823250;;D02;DOMICILIO;7;Cliente Subterr†neo;45;FALLA EN INSTALACION CLIENTE;
B1823251;;S03;SECTOR;4;Red BT AÇrea;29;DESCONECTADO;
B1823252;;C01;CABLE DE DISTRIBUCION;8;Alumbrado P£blico;23;DESCUBIERTO;
B1823253;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;61;NO NORMALIZADO;
B1823254;;F01;FASE;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1823256;;L02;LINEA DE DISTRIBUCION;9;Otra Empresa;26;DESTEMPLADO;
B1823257;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;29;DESCONECTADO;
B1823258;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;43;FUNDIDO-A;
B1823259;;T04;TAPA CAJA EMP.;6;Cliente AÇreo;54;MAL ESTADO;
B1823260;;M01;MEDIDOR;6;Cliente AÇreo;69;OTRA FALLA;
B1823262;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1823263;;P37;PIEZA DESCONECTADORA;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823264;;M01;MEDIDOR;7;Cliente Subterr†neo;85;REVISION;
B1823265;;C07;CAJA EMP. MONOFASICA;6;Cliente AÇreo;5;ABIERTO;
B1823266;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1823267;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1823268;;C30;CHICOTE CAJA EMP.;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823269;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;25;DESPRENDIDO;
B1823270;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1823272;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1823273;;P50;PROTECC. ARRANQUE MT;1;Red MT AÇrea;66;NORMALIZACION;
B1823274;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;61;NO NORMALIZADO;
B1823275;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1823276;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;69;OTRA FALLA;
B1823277;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;12;CON RAMAS;
B1823278;;U01;UNION A TABLERO;6;Cliente AÇreo;43;FUNDIDO-A;
B1823279;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1823280;;D02;DOMICILIO;6;Cliente AÇreo;37;EN ATENCION;
B1823282;;U01;UNION A TABLERO;7;Cliente Subterr†neo;43;FUNDIDO-A;
B1823283;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1823285;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1823286;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1823287;;P16;POSTE DISTRIBUCION;8;Alumbrado P£blico;31;ELECTRIZADO-A;
B1823288;;D02;DOMICILIO;7;Cliente Subterr†neo;85;REVISION;
B1823289;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1823290;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1823291;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;85;REVISION;
B1823293;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1823294;;D02;DOMICILIO;6;Cliente AÇreo;2;NO SE UBICA;
B1823295;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1823296;;D02;DOMICILIO;6;Cliente AÇreo;31;ELECTRIZADO-A;
B1823298;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1823299;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1823300;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;92;SUELTO-A;
B1823301;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1823302;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823304;;T04;TAPA CAJA EMP.;7;Cliente Subterr†neo;54;MAL ESTADO;
B1823305;;T04;TAPA CAJA EMP.;7;Cliente Subterr†neo;5;ABIERTO;
B1823306;;U01;UNION A TABLERO;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823307;;P30;PROTECCION DE T/P EN MT;3;Transformador MT/BT;61;NO NORMALIZADO;
B1823308;;P16;POSTE DISTRIBUCION;1;Red MT AÇrea;11;CHOCADO;
B1823309;;L07;LINEA DIST. CONC 1F;4;Red BT AÇrea;16;CORTADO-A;
B1823310;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1823311;Acometida: SANTA RITA 1015 / LA REINA;B01;BAJADA EMPALME;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1823312;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;85;REVISION;
B1823313;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1823315;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823316;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1823318;;D02;DOMICILIO;7;Cliente Subterr†neo;45;FALLA EN INSTALACION CLIENTE;
B1823319;;P10;PLACA LOZA 25 AMP.;6;Cliente AÇreo;43;FUNDIDO-A;
B1823320;;M02;MOLE;5;Red BT Subterr†nea;69;OTRA FALLA;
B1823321;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;25;DESPRENDIDO;
B1823322;;M01;MEDIDOR;6;Cliente AÇreo;63;NO REGISTRA CONSUMO;
B1823324;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1823325;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1823326;;B01;BAJADA EMPALME;6;Cliente AÇreo;25;DESPRENDIDO;
B1823327;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1823328;;C07;CAJA EMP. MONOFASICA;6;Cliente AÇreo;69;OTRA FALLA;
B1823329;;D02;DOMICILIO;6;Cliente AÇreo;0;NORMAL;
B1823330;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1823331;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
