EVENTO;ELEMENTO UBICADO;CODIGO ELEMENTO RESPONSABLE;DESCRIPCION ELEMENTO RESPONSABLE;CODIGO AMBITO;DESCRIPCION AMBITO;CODIGO CONDICION;DESCRIPCION CONDICION;OBSERVACIONES
B1832054;;D02;DOMICILIO;6;Cliente AÇreo;59;NO ATENDIDO;
B1832055;;M01;MEDIDOR;7;Cliente Subterr†neo;52;INACCESIBLE;
B1832056;;D02;DOMICILIO;6;Cliente AÇreo;78;QUEDO IGUAL;
B1832057;;P29;PROTECC T/D EN BT;3;Transformador MT/BT;66;NORMALIZACION;
B1832058;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1832059;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;0;NORMAL;
B1832060;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;66;NORMALIZACION;
B1832061;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1832062;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;85;REVISION;
B1832063;;I01;IND. O EDIFICIO;7;Cliente Subterr†neo;85;REVISION;
B1832065;;P29;PROTECC T/D EN BT;3;Transformador MT/BT;61;NO NORMALIZADO;
B1832066;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;21;DESAPARECIDO-A;
B1832067;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1832068;;A01;ACOMETIDA;6;Cliente AÇreo;25;DESPRENDIDO;
B1832069;;T20;TRANSF. DISTRIBUCION AEREO;3;Transformador MT/BT;40;FALLADO-A;
B1832070;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;43;FUNDIDO-A;
B1832071;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;85;REVISION;
B1832072;;C01;CABLE DE DISTRIBUCION;5;Red BT Subterr†nea;40;FALLADO-A;
B1832073;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1832074;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;11;CHOCADO;
B1832077;;P29;PROTECC T/D EN BT;3;Transformador MT/BT;29;DESCONECTADO;
B1832078;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1832080;;A01;ACOMETIDA;6;Cliente AÇreo;25;DESPRENDIDO;
B1832082;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;16;CORTADO-A;
B1832083;;P07;PANTALLA LUMINARIA;8;Alumbrado P£blico;27;DESTROZADO;
B1832084;;A01;ACOMETIDA;6;Cliente AÇreo;21;DESAPARECIDO-A;
B1832085;;D02;DOMICILIO;6;Cliente AÇreo;2;NO SE UBICA;
B1832087;;D02;DOMICILIO;6;Cliente AÇreo;2;NO SE UBICA;
B1832088;;U01;UNION A TABLERO;6;Cliente AÇreo;61;NO NORMALIZADO;
B1832089;;E06;EMPALME TRIFASICO;6;Cliente AÇreo;85;REVISION;
B1832090;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1832091;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;21;DESAPARECIDO-A;
B1832092;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832093;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1832094;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832095;;C10;CAMARILLA;5;Red BT Subterr†nea;85;REVISION;
B1832096;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832098;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1832099;;L04;LINEA APOYADA OTRA EMPR.;9;Otra Empresa;26;DESTEMPLADO;
B1832100;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832101;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1832102;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1832103;;B01;BAJADA EMPALME;6;Cliente AÇreo;92;SUELTO-A;
B1832104;;L04;LINEA APOYADA OTRA EMPR.;9;Otra Empresa;26;DESTEMPLADO;
B1832105;;A01;ACOMETIDA;6;Cliente AÇreo;12;CON RAMAS;
B1832107;;A01;ACOMETIDA;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832109;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1832110;;D02;DOMICILIO;6;Cliente AÇreo;93;SERVICIO REPUESTO;
B1832111;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;21;DESAPARECIDO-A;
B1832112;;P26;PROTECC EMP. 380V;7;Cliente Subterr†neo;66;NORMALIZACION;
B1832113;;E03;EXTENSION METALICA DE EMPALME;6;Cliente AÇreo;80;QUEBRADO-A;
B1832114;;T01;TABLERO CLTE.;6;Cliente AÇreo;29;DESCONECTADO;
B1832115;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1832116;;E04;ESPACIADOR;1;Red MT AÇrea;80;QUEBRADO-A;
B1832117;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1832118;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;48;INCLINADO;
B1832119;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;69;OTRA FALLA;
B1832120;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832121;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1832122;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1832123;;P41;PLACA TICCINO 15 AMP.;6;Cliente AÇreo;54;MAL ESTADO;
B1832124;;D02;DOMICILIO;7;Cliente Subterr†neo;85;REVISION;
B1832126;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1832127;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1832128;;B01;BAJADA EMPALME;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832129;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;3;AISLADO-A;
B1832130;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;25;DESPRENDIDO;
B1832131;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1832132;;U01;UNION A TABLERO;6;Cliente AÇreo;98;RETIRADO;
B1832133;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1832134;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832135;;A01;ACOMETIDA;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832136;;C02;CABLE EMPALME;7;Cliente Subterr†neo;69;OTRA FALLA;
B1832138;;M01;MEDIDOR;6;Cliente AÇreo;40;FALLADO-A;
B1832139;;L04;LINEA APOYADA OTRA EMPR.;9;Otra Empresa;26;DESTEMPLADO;
B1832140;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1832141;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1832142;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1832143;NUMPOS: MC;D02;DOMICILIO;7;Cliente Subterr†neo;2;NO SE UBICA;
B1832144;;C07;CAJA EMP. MONOFASICA;6;Cliente AÇreo;61;NO NORMALIZADO;
B1832145;;P19;POSTE OTRA EMPRESA;9;Otra Empresa;69;OTRA FALLA;
B1832146;;T04;TAPA CAJA EMP.;6;Cliente AÇreo;61;NO NORMALIZADO;
B1832147;;T01;TABLERO CLTE.;6;Cliente AÇreo;54;MAL ESTADO;
B1832148;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832149;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;61;NO NORMALIZADO;
B1832150;;U01;UNION A TABLERO;7;Cliente Subterr†neo;19;CONEXI‡N FUNDIDA;
B1832151;;R06;REGLETA CONEXIONES CAJA EMP;6;Cliente AÇreo;43;FUNDIDO-A;
B1832152;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832153;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832154;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1832155;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1832156;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;48;INCLINADO;
B1832157;;C41;CONECTOR UDC;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832158;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1832159;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832160;;P43;POSTE DE PASO DE ACOMETIDA;6;Cliente AÇreo;54;MAL ESTADO;
B1832161;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1832162;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;61;NO NORMALIZADO;
B1832163;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832164;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832165;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;43;FUNDIDO-A;
B1832166;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832167;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832168;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832169;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832170;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832171;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;85;REVISION;
B1832172;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832173;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832174;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832175;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1832176;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;85;REVISION;
B1832177;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832178;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;12;CON RAMAS;
B1832179;;P43;POSTE DE PASO DE ACOMETIDA;6;Cliente AÇreo;54;MAL ESTADO;
B1832180;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832181;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832182;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1832183;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;85;REVISION;
B1832184;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1832185;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832187;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;11;CHOCADO;
B1832188;;P26;PROTECC EMP. 380V;7;Cliente Subterr†neo;40;FALLADO-A;
B1832189;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1832190;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1832191;;D02;DOMICILIO;7;Cliente Subterr†neo;85;REVISION;
B1832192;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1832193;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;85;REVISION;
B1832194;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;61;NO NORMALIZADO;
B1832196;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1832197;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;61;NO NORMALIZADO;
B1832198;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832200;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;61;NO NORMALIZADO;
B1832201;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832202;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1832203;;C07;CAJA EMP. MONOFASICA;6;Cliente AÇreo;25;DESPRENDIDO;
B1832204;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;25;DESPRENDIDO;
B1832205;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1832206;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832207;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832208;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1832209;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832210;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;12;CON RAMAS;
B1832211;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;29;DESCONECTADO;
B1832212;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1832213;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;37;EN ATENCION;
B1832214;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832215;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;40;FALLADO-A;
B1832216;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;61;NO NORMALIZADO;
B1832217;;P42;POSTE APOYO DE MEDIDOR;6;Cliente AÇreo;54;MAL ESTADO;
B1832218;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1832219;;D02;DOMICILIO;6;Cliente AÇreo;86;SERVICIO MAL CORTADO;
B1832220;;R04;REGLETA CONEX DAE;4;Red BT AÇrea;43;FUNDIDO-A;
B1832221;;T04;TAPA CAJA EMP.;6;Cliente AÇreo;5;ABIERTO;
B1832222;;C07;CAJA EMP. MONOFASICA;6;Cliente AÇreo;85;REVISION;
B1832223;;D02;DOMICILIO;7;Cliente Subterr†neo;2;NO SE UBICA;
B1832224;;T04;TAPA CAJA EMP.;6;Cliente AÇreo;5;ABIERTO;
B1832225;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1832226;;C10;CAMARILLA;9;Otra Empresa;41;FILTRACION DE AGUA;
B1832228;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1832230;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832231;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1832232;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1832233;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1832234;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;29;DESCONECTADO;
B1832235;;D02;DOMICILIO;7;Cliente Subterr†neo;1;CERRADO;
B1832236;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832237;;M01;MEDIDOR;6;Cliente AÇreo;43;FUNDIDO-A;
B1832238;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832239;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832240;;T04;TAPA CAJA EMP.;7;Cliente Subterr†neo;27;DESTROZADO;
B1832241;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;61;NO NORMALIZADO;
B1832242;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832243;;C10;CAMARILLA;9;Otra Empresa;54;MAL ESTADO;
B1832244;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832245;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;12;CON RAMAS;
B1832246;;P16;POSTE DISTRIBUCION;1;Red MT AÇrea;80;QUEBRADO-A;
B1832247;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1832248;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;61;NO NORMALIZADO;
B1832249;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832250;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832251;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1832252;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832253;;P29;PROTECC T/D EN BT;3;Transformador MT/BT;61;NO NORMALIZADO;
B1832254;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832255;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832256;;A01;ACOMETIDA;6;Cliente AÇreo;16;CORTADO-A;
B1832257;;P41;PLACA TICCINO 15 AMP.;6;Cliente AÇreo;66;NORMALIZACION;
B1832258;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832259;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832260;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832261;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832262;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832263;;P26;PROTECC EMP. 380V;7;Cliente Subterr†neo;43;FUNDIDO-A;
B1832264;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832265;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832266;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;61;NO NORMALIZADO;
B1832267;;U01;UNION A TABLERO;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1832268;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1832269;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832270;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1832271;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832272;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832273;;A01;ACOMETIDA;6;Cliente AÇreo;26;DESTEMPLADO;
B1832274;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832275;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1832276;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832277;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832278;;B08;BLOCK DE CONEX  (220V);7;Cliente Subterr†neo;43;FUNDIDO-A;
B1832279;;L04;LINEA APOYADA OTRA EMPR.;9;Otra Empresa;16;CORTADO-A;
B1832280;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832281;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;29;DESCONECTADO;
B1832282;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1832283;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;35;ESTRUCTURA A LA VISTA;
B1832284;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;61;NO NORMALIZADO;
B1832285;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832286;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832287;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;16;CORTADO-A;
B1832288;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1832289;;P19;POSTE OTRA EMPRESA;9;Otra Empresa;69;OTRA FALLA;
B1832290;;L07;LINEA DIST. CONC 1F;4;Red BT AÇrea;17;CORTO-CIRCUITO;
B1832291;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832292;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832293;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832294;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832295;;P22;POSTE METALICO  DE AP;8;Alumbrado P£blico;11;CHOCADO;
B1832296;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832298;;L04;LINEA APOYADA OTRA EMPR.;9;Otra Empresa;26;DESTEMPLADO;
B1832299;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1832300;;N01;NEUTRO;6;Cliente AÇreo;16;CORTADO-A;
B1832301;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1832302;;F01;FASE;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1832303;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832304;;D02;DOMICILIO;6;Cliente AÇreo;86;SERVICIO MAL CORTADO;
B1832305;;C07;CAJA EMP. MONOFASICA;6;Cliente AÇreo;25;DESPRENDIDO;
B1832306;;P26;PROTECC EMP. 380V;7;Cliente Subterr†neo;43;FUNDIDO-A;
B1832307;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832308;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;29;DESCONECTADO;
B1832309;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832310;;L04;LINEA APOYADA OTRA EMPR.;9;Otra Empresa;16;CORTADO-A;
B1832311;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832312;;D02;DOMICILIO;7;Cliente Subterr†neo;45;FALLA EN INSTALACION CLIENTE;
B1832313;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1832314;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;62;NO OPERATIVO;
B1832315;;S03;SECTOR;4;Red BT AÇrea;12;CON RAMAS;
B1832316;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832317;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;25;DESPRENDIDO;
B1832318;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;61;NO NORMALIZADO;
B1832319;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832320;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832321;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1832322;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1832323;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832324;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832325;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832326;;M01;MEDIDOR;6;Cliente AÇreo;40;FALLADO-A;
B1832327;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832328;;L09;LUMINARIA;8;Alumbrado P£blico;15;CONEXI‡N SUELTA;
B1832329;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832330;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832331;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832332;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1832333;;L02;LINEA DE DISTRIBUCION;9;Otra Empresa;26;DESTEMPLADO;
B1832334;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832335;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1832336;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832337;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1832338;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1832339;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1832340;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1832341;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;69;OTRA FALLA;
B1832342;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832344;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1832345;;D02;DOMICILIO;7;Cliente Subterr†neo;45;FALLA EN INSTALACION CLIENTE;
B1832346;;P10;PLACA LOZA 25 AMP.;7;Cliente Subterr†neo;43;FUNDIDO-A;
B1832347;;L02;LINEA DE DISTRIBUCION;9;Otra Empresa;26;DESTEMPLADO;
B1832348;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1832350;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1832351;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832352;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832353;;P26;PROTECC EMP. 380V;7;Cliente Subterr†neo;40;FALLADO-A;
B1832354;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1832355;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1832356;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1832357;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832358;;P16;POSTE DISTRIBUCION;1;Red MT AÇrea;11;CHOCADO;
B1832359;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1832360;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832361;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1832362;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;43;FUNDIDO-A;
B1832363;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1832364;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1832365;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
